audio,transcript,transcription
910545275_415501_415502_33657,AZE 34723869,AZE 34723869
910545275_415579_415580_33316,AZE 82372827,AZE 82372827
910545275_415583_415584_33878,AZE 61934673,AZE 61934673
910545275_415587_415588_34844,AA 6773249,AA 6773249
910545275_415601_415602_32949,WTZ2C08,WTZ2C08
910545275_415615_415616_32362,0W1ZBL8,0W1ZBL8
910545275_415621_415622_33409,AZE 23796678,AZE 23796678
910545275_415637_415638_32504,N9YM3IM,N9YM3IM
910545275_415679_415680_32950,2HDUT5W,2HDUT5W
910545275_415699_415700_33119,I34YXHK,I34YXHK
910545275_415705_415706_33579,AZE 57476436,AZE 57476436
910545275_415725_415726_33733,AZE 64311532,AZE 64311532
910545275_415781_415782_33947,AZE 68157522,AZE 68157522
910545275_415809_415810_33615,AZE 37756763,AZE 37756763
1150481435_415879_415880_32764,1MVIA41,1MVIA41
1150481435_415895_415896_32869,J1KDFNK,J1KDFNK
1150481435_415921_415922_35125,AA 3335419,AA 3335419
1150481435_415923_415924_33289,AZE 39845221,AZE 39845221
1150481435_415952_415953_34297,AA 6733559,AA 6733559
1150481435_415968_415969_33021,5452L31,5452L31
1150481435_415976_415977_32957,IXWBUUO,IXWBUUO
1150481435_415998_415999_33547,AZE 86718357,AZE 86718357
1150481435_416052_416053_33701,AZE 23539932,AZE 23539932
1150481435_416060_416061_32633,J5ILXL3,J5ILXL3
1150481435_416064_416065_33917,AZE 93131564,AZE 93131564
1150481435_416070_416071_32250,26XUH24,26XUH24
1150481435_416170_416171_33219,AZE 19445299,AZE 19445299
1150481435_416180_416181_34407,AA 8931338,AA 8931338
1150481435_416184_416185_32591,XN4U3KS,XN4U3KS
1150481435_416212_416213_33898,AZE 15619197,AZE 15619197
1150481435_416238_416239_33614,AZE 31516735,AZE 31516735
1150481435_416252_416253_34846,AA 1416966,AA 1416966
1150481435_416254_416255_32780,31GNH22,31GNH22
1150481435_416270_416271_34270,AA 3533916,AA 3533916
1150481435_416276_416277_34907,AA 2181673,AA 2181673
1150481435_416278_416279_33656,AZE 85594125,AZE 85594125
1150481435_416300_416301_33792,AZE 71711736,AZE 71711736
1150481435_416308_416309_33203,AZE 88171878,AZE 88171878
1150481435_416350_416351_32815,O0R7IUN,O0R7IUN
1150481435_416384_416385_32413,2N81JLU,2N81JLU
1150481435_416709_416710_32946,1IRLSTE,1IRLSTE
1150481435_416713_416714_34594,AA 2445783,AA 2445783
1150481435_416755_416756_33527,AZE 79128369,AZE 79128369
1150481435_416759_416760_34289,AA 8219186,AA 8219186
1150481435_416783_416784_33949,AZE 39595367,AZE 39595367
575298922_416900_416901_32445,UBOH13X,UBOH13X
575298922_416928_416929_34044,AZE 79924473,AZE 79924473
575298922_416960_416961_35052,AA 4554868,AA 4554868
640339050_417058_417059_32794,NN6DPC8,NN6DPC8
640339050_417060_417061_33908,AZE 96251927,AZE 96251927
640339050_417066_417067_32959,L1181B0,L1181B0
640339050_417076_417077_33442,AZE 14189398,AZE 14189398
640339050_417084_417085_32240,0NEUAM1,0NEUAM1
640339050_417116_417117_33674,AZE 87329623,AZE 87329623
640339050_417150_417151_32766,M963BX4,M963BX4
640339050_417164_417165_34229,AA 4294725,AA 4294725
575298922_417188_417189_32257,ZD799SL,ZD799SL
575298922_417276_417277_34644,AA 2244744,AA 2244744
575298922_417288_417289_32667,11Q4VN4,11Q4VN4
575298922_417320_417321_34374,AA 9245614,AA 9245614
575298922_417386_417387_34646,AA 6227931,AA 6227931
575298922_417396_417397_33443,AZE 95182545,AZE 95182545
860296669_417453_417454_32638,VQ82IW4,VQ82IW4
860296669_417477_417478_35110,AA 8193345,AA 8193345
954206432_417531_417532_34592,AA 1368382,AA 1368382
954206432_417535_417536_32814,735JA6Q,735JA6Q
954206432_417591_417592_33838,AZE 25386126,AZE 25386126
954206432_417605_417612_34604,AA 1272557,AA 1272557
954206432_417630_417633_34761,AA 9228268,AA 9228268
954206432_417634_417639_33590,AZE 64498922,AZE 64498922
5440156582_417642_417643_34815,AA 2628391,AA 2628391
5440156582_417664_417665_33294,AZE 27782688,AZE 27782688
5440156582_417700_417701_32718,O8TWA7W,O8TWA7W
5440156582_417734_417735_32806,RY6062V,RY662V
5440156582_417748_417749_33741,AZE 12227246,AZE 12227246
954206432_417770_417771_33783,AZE 95834184,AZE 95834184
954206432_417836_417837_32694,E1371QB,E1371QB
954206432_417846_417847_33681,AZE 49449512,AZE 49449512
954206432_417852_417853_33197,AZE 81437336,AZE 81437336
860296669_417878_417879_34265,AA 4778231,AA 4778231
860296669_417880_417881_34155,AZE 63663666,AZE 63663666
860296669_417894_417895_33514,AZE 37171588,AZE 37171588
860296669_417910_417911_33480,AZE 53269928,AZE 53269928
860296669_417914_417915_33178,AZE 11863653,AZE 11863653
892642911_417949_417950_34953,AA 5213115,AA 5213115
860296669_417945_417956_33936,AZE 44936114,AZE 44936114
892642911_417955_417958_32271,298GWJG,298GWJG
892642911_417979_417980_33832,AZE 84698517,AZE 84698517
892642911_417985_417986_32723,2C3QO8E,2C3QO8E
892642911_418009_418010_32948,U5417F8,U5417F8
892642911_418011_418012_34130,AZE 56273543,AZE 56273543
892642911_418059_418062_35042,AA 7414462,AA 7414462
860296669_418088_418089_33199,AZE 27298623,AZE 27298623
860296669_418186_418187_34076,AZE 92738515,AZE 92738515
860296669_418190_418191_34613,AA 9846682,AA 9846682
860296669_418210_418211_33438,AZE 24617286,AZE 24617286
860296669_418218_418219_34192,AA 7637313,AA 7637313
575298922_418236_418237_33482,AZE 97787232,AZE 97787232
575298922_418258_418259_32736,525619J,525619J
575298922_418306_418307_35090,AA 5236898,AA 5236898
575298922_418421_418422_32962,X680162,X680162
575298922_418503_418504_32433,792QN89,792QN89
575298922_418527_418528_32917,PG9C620,PG9C620
575298922_418543_418544_33864,AZE 33738912,AZE 33738912
575298922_418561_418562_33683,AZE 78742293,AZE 78742293
5028632961_418739_418740_34819,AA 2695662,AA 2695662
5028632961_418817_418818_34086,AZE 95656723,AZE 95656723
5028632961_418829_418830_33433,AZE 61387364,AZE 61387364
5028632961_418871_418872_33829,AZE 57244195,AZE 57244195
5028632961_418891_418892_32984,UJ81JML,UJ81JML
5028632961_418907_418908_32219,2III6L1,2III6L1
5028632961_418925_418926_32754,AUF053Y,AUF053Y
5028632961_418939_418940_33869,AZE 14258727,AZE 14258727
5028632961_418947_418948_34990,AA 7826741,AA 7826741
5028632961_418985_418986_34411,AA 1773325,AA 1773325
5028632961_418999_419000_34291,AA 4749761,AA 4749761
5028632961_419009_419010_32241,TM3268N,TM3268N
5028632961_419064_419065_33666,AZE 89328348,AZE 89328348
5028632961_419068_419069_32211,Z2S6NL7,Z2S6NL7
5028632961_419117_419118_33968,AZE 89933594,AZE 89933594
5028632961_419119_419120_33624,AZE 44216488,AZE 44216488
5028632961_419165_419166_34428,AA 9651968,AA 9651968
5028632961_419171_419172_32414,AY661JP,AY661JP
5028632961_419173_419174_32836,S8458ID,S8458ID
5028632961_419187_419188_34692,AA 7384674,AA 7384674
5028632961_419203_419204_34059,AZE 22733596,AZE 22733596
5028632961_419231_419232_34458,AA 9976624,AA 9976624
5028632961_419233_419234_32760,3JB241O,3JB241O
5028632961_419261_419262_35148,AA 3143899,AA 3143899
5028632961_419329_419330_34435,AA 2791534,AA 2791534
5028632961_419349_419350_33072,8GI33E1,8GI33E1
5028632961_419457_419458_33407,AZE 16863596,AZE 16863596
5028632961_419467_419468_32533,O7WE7NA,O7WE7NA
5028632961_419513_419514_33148,1U96W1Q,1U96W1Q
5028632961_419515_419516_35075,AA 7715155,AA 7715155
5028632961_419545_419546_32933,NCNU689,NCNU689
5028632961_419547_419548_32778,XLJ02RD,XLJ02RD
5028632961_419557_419558_33920,AZE 34125157,AZE 34125157
5028632961_419565_419566_34177,AA 6161514,AA 6161514
5028632961_419581_419582_33204,AZE 88232558,AZE 88232558
5028632961_419587_419588_34823,AA 4912738,AA 4912738
5028632961_419589_419590_33529,AZE 74966241,AZE 74966241
5028632961_419593_419594_33833,AZE 73934952,AZE 73934952
5028632961_419613_419614_33290,AZE 88121728,AZE 88121728
705098248_419704_419705_34811,AA 2845956,AA 2845956
705098248_419724_419725_34997,AA 4517593,AA 4517593
705098248_419736_419737_33814,AZE 85411923,AZE 85411923
5028632961_419768_419769_33867,AZE 94666267,AZE 94666267
5028632961_419774_419775_33748,AZE 19789998,AZE 19789998
5028632961_419778_419779_32528,V3T1FVU,V3T1FVU
5028632961_419780_419781_34225,AA 7863652,AA 7863652
5028632961_419810_419811_32568,82FPK3U,82FPK3U
5028632961_419820_419821_33926,AZE 57986968,AZE 57986968
5028632961_419844_419849_33655,AZE 99152321,AZE 99152321
705098248_419959_419962_32582,0YSDF0Q,0YSDF0Q
705098248_419982_419988_32230,HIH0T14,HIH0T14
705098248_419994_419997_33103,43433E5,43433E5
705098248_420020_420023_32545,HL6293T,HL6293T
5028632961_420032_420035_32426,HSRI63Z,HSRI63Z
5028632961_420068_420071_34102,AZE 37269388,AZE 37269388
5028632961_420082_420086_32284,CKFZV6Q,CKFZV6Q
5028632961_420088_420093_34958,AA 7692297,AA 7692297
5028632961_420149_420153_33047,0R42QSY,0R42QSY
5028632961_420155_420157_32266,B8N1758,B8N1758
5028632961_420192_420193_34337,AA 9786745,AA 9786745
705098248_420260_420262_32867,52404S6,52404S6
5028632961_420257_420272_32745,N5MESAW,N5MESAW
5028632961_420287_420292_33314,AZE 41445374,AZE 41445374
5028632961_420316_420317_33648,AZE 47711923,AZE 47711923
5028632961_420318_420319_32168,71W4A7L,71W4A7L
954206432_420329_420334_34512,AA 5467954,AA 5467954
705098248_420337_420342_33425,AZE 33368861,AZE 33368861
5028632961_420354_420360_34105,AZE 46966633,AZE 46966633
5028632961_420381_420387_34523,AA 4551779,AA 4551779
954206432_420397_420406_34072,AZE 19662134,AZE 19662134
954206432_420443_420448_34359,AA 2755753,AA 2755753
954206432_420453_420459_34626,AA 8864592,AA 8864592
5028632961_420507_420513_32275,AF01F22,AF01F22
705098248_420511_420519_32901,41AOYW9,41AOYW9
705098248_420530_420536_33620,AZE 12258663,AZE 12258663
5028632961_420569_420572_34578,AA 9467329,AA 9467329
954206432_420581_420587_34672,AA 6599389,AA 6599389
705098248_420613_420617_33851,AZE 82497977,AZE 82497977
5028632961_420615_420621_32733,ELRD3WG,ELRD3WG
705098248_420622_420624_32543,QFZR95B,QFZR95B
954206432_420618_420629_34629,AA 8429216,AA 8429216
954206432_420661_420668_33805,AZE 45235328, azn 45235328
5028632961_420697_420703_33546,AZE 63652199,AZE 63652199
5028632961_420725_420730_35066,AA 9393953,AA 9393953
5028632961_420731_420734_33672,AZE 81857768,AZE 81857768
5028632961_420771_420776_33376,AZE 76985729,AZE 76985729
5028632961_420786_420812_32744,MH9FMGM,MH9FMGM
954206432_420811_420818_33158,4BJ9MVR,4BJ9MVR
954206432_420819_420824_32252,0RA9Y6I,0RA9Y6I
954206432_420844_420852_34153,AZE 85325956,AZE 85325956
954206432_420891_420893_33262,AZE 12156738,AZE 12156738
705098248_420894_420896_33943,AZE 74219883,AZE 74219883
954206432_420913_420922_33320,AZE 38882565,AZE 38882565
954206432_420935_420942_35123,AA 2529686,AA 2529686
705098248_420975_420976_34083,AZE 27117754,AZE 27117754
705098248_420989_420990_34772,AA 4512196,AA 4512196
705098248_421036_421039_34532,AA 7178853,AA 7178853
5028632961_420919_421049_33528,AZE 25972314,AZE 25972314
705098248_421086_421089_33166,AZE 91275518,AZE 91275518
705098248_421094_421095_34220,AA 1829533,AA 1829533
954206432_421102_421103_33887,AZE 79177599,AZE 79177599
954206432_421125_421129_32679,V55S6O9,V55S6O9
5028632961_421192_421195_33979,AZE 99652918,AZE 99652918
705098248_421200_421203_32771,0F4OL84,0F4OL84
705098248_421208_421210_34353,AA 4965244,AA 4965244
705098248_421220_421221_33777,AZE 39686533,AZE 39686533
5028632961_421252_421253_33669,AZE 75312345,AZE 75312345
705098248_421250_421254_32680,V6529FI,V6529FI
705098248_421256_421261_32518,5YTB238,5YTB238
705098248_421326_421329_33959,AZE 86532453,AZE 86532453
5028632961_421342_421351_34018,AZE 91318565,AZE 91318565
954206432_421412_421417_32823,V2PBH5Y,V2PBH5Y
5028632961_421416_421421_34415,AA 9616355,AA 9616355
5028632961_421422_421423_32819,28A8TM5,28A8TM5
954206432_421442_421447_33603,AZE 14327925,AZE 14327925
5028632961_421450_421453_33005,9SF55FU,9SF55FU
5028632961_421486_421487_33588,AZE 86178742,AZE 86178742
5028632961_421506_421507_34505,AA 1233774,AA 1233774
426881765_421588_421591_33931,AZE 72985116,AZE 72985516
426881765_421600_421603_34501,AA 4622766,AA 4622766
426881765_421608_421611_34162,AZE 31938336,AZE 31938336
954206432_421655_421658_33299,AZE 86923437,AZE 86923437
426881765_421657_421660_34542,AA 3658555,AA 3658555
954206432_421679_421682_35071,AA 7698743,AA 7698743
954206432_421747_421750_33146,NF3MG76,NF3MG76
954206432_421761_421764_34390,AA 3289377,AA 3289377
426881765_421821_421828_33574,AZE 91986737,AZE 91986737
314849420_421861_421862_33028,RE9173C,RE9173C
671891258_421914_421919_33259,AZE 65622895,AZE 65622895
671891258_421982_421985_34733,AA 9751571,AA 9751571
314849420_421988_421989_33525,AZE 73714758,AZE 73714758
314849420_421992_421993_33670,AZE 98192557,AZE 98192557
314849420_422016_422017_34813,AA 8439883,AA 8439883
314849420_422030_422033_33540,AZE 76844582,AZE 76844582
671891258_422097_422100_32839,MXNWPJJ,MXNWPJJ
314849420_422099_422102_32981,3QH3X0D,3QH3X0D
314849420_422107_422108_34875,AA 9381915,AA 9381915
314849420_422115_422116_33323,AZE 94637613,AZE 94637613
671891258_422130_422133_35151,AA 4134526,AA 4134526
314849420_422182_422183_33690,AZE 74225973,AZE 74225973
314849420_422306_422308_32380,Q7092ET,Q7092ET
671891258_422373_422374_33871,AZE 66472932,AZE 66472932
314849420_422392_422394_33201,AZE 24739186,24739186
671891258_422423_422424_34495,AA 1142531,AA 1142531
314849420_422525_422526_34488,AA 4979833,AA 4979833
426881765_422555_422556_32548,P595C7A,P595C7A
1013880018_422679_422689_33206,AZE 28815528,AZE 28815528
1013880018_422698_422699_33276,AZE 68689143,AZE 68689143
954206432_421833_422741_33738,AZE 43438665,AZE 43438665
5196964268_422841_422842_32876,50KFF2D,50KFF2D
5196964268_422843_422844_32455,D6Q4PQX,D6Q4PQX
5196964268_422859_422860_34260,AA 9554176,AA 9554176
5196964268_422875_422878_32299,AS94UUH,AS94UUH
5196964268_422893_422894_34573,AA 7439444,AA 7439444
5196964268_422897_422900_33452,AZE 78181234,AZE 78181234
640339050_422909_422916_34892,AA 9761119,AA 9761119
5196964268_422965_422966_33742,AZE 71377472,AZE 71377472
5196964268_422971_422972_33114,XKM0DO4,XKM0DO4
5196964268_422979_422980_33940,AZE 95755345,AZE 95755345
5196964268_423029_423030_32220,I1F4C3G,L1F4C3G
5196964268_423047_423048_33660,AZE 97598547,AZE 97598547
5196964268_423053_423054_33972,AZE 11712174,AZE 11712174
5196964268_423085_423086_32629,CZ206GD,CS206GD
5196964268_423101_423102_34849,AA 8439279,AA 8439279
5196964268_423121_423122_34199,AA 5928188,AA 5928188
5196964268_423125_423126_34257,AA 4449879,AA 4449879
5196964268_423194_423195_34364,AA 3359931,AA 3359931
5196964268_423202_423203_34978,AA 7689813,AA 7689813
5196964268_423224_423225_32448,7A5VFNN,7A5VFNN
5196964268_423304_423305_34296,AA 2387384,AA 2387384
5196964268_423308_423309_34784,AA 5296883,AA 5296883
314849420_422730_423411_34724,AA 9514769,AA 9514769
314849420_423416_423417_32643,Z06S2LM,Z06S2LM
314849420_423436_423437_34525,AA 2687862,AA 2687862
314849420_423448_423449_34793,AA 1335394,AA 1335394
314849420_423452_423453_33485,AZE 32782663,AZE 32782663
5196964268_423524_423525_33650,AZE 94561843,AZE 94561843
5196964268_423550_423551_34897,AA 1273968,AA 1273968
5196964268_423564_423565_32253,W4UO99N,W4UO99N
892642911_423623_423624_33689,AZE 51755382,AZE 51755382
892642911_423679_423680_34514,AA 5576176,AA 5576176
892642911_423711_423712_32269,6SI8T2V,6SI8T2V
892642911_423721_423722_32891,P77SX5E,P77SX5E
892642911_423739_423740_34278,AA 6624569,AA 6624569
892642911_423775_423776_33729,AZE 16724282,AZE 16724282
892642911_423803_423804_33759,AZE 86478953,AZE 86478953
892642911_423809_423810_33061,L9Y3162,L9Y3162
892642911_423811_423812_33695,AZE 21711962,AZE 21711962
892642911_423831_423832_34026,AZE 16688727,AZE 16688727
892642911_423859_423860_32424,KDZV21T,KDZV21T
892642911_423879_423880_34952,AA 1551673,AA 1551673
892642911_423898_423900_33995,AZE 83428464,AZE 83428464
575298922_423899_423901_33600,AZE 81171542,AZE 81171542
575298922_423926_423929_34615,AA 8577793,AA 8577793
892642911_423933_423936_35162,AA 4186289,AA 4186289
892642911_423991_423992_35158,AA 2239817,AA 2239817
892642911_424031_424032_35097,AA 8167174,AA 8167174
892642911_424061_424062_33307,AZE 82633428,AZE 82633428
892642911_424073_424074_34065,AZE 76188477,AZE 76188477
892642911_424135_424136_34204,AA 8324975,AA 8324975
892642911_424167_424168_33974,AZE 29893914,AZE 29893914
954206432_424297_424298_33502,AZE 23451532,AZE 23451532
954206432_424311_424312_34938,AA 4971951,AA 4971951
954206432_424339_424340_34798,AA 5389356,AA 5389356
954206432_424371_424372_33428,AZE 15275913,AZE 15275913
954206432_424377_424378_33470,AZE 24426713,AZE 24426713
954206432_424391_424392_33782,AZE 85882941,AZE 85882941
954206432_424403_424404_34727,AA 3985451,AA 3985451
954206432_424421_424422_33450,AZE 92875646,AZE 92875646
5196964268_424532_424533_33059,P1X9N4D,P1X9N4D
5196964268_424556_424557_34004,AZE 29853986,AZE 29853986
5196964268_424586_424587_32480,J6G06WS,J6G06WS
5196964268_424592_424593_34223,AA 5484111,AA 5484111
5196964268_424636_424637_33726,AZE 21445222,AZE 21445222
5196964268_424660_424661_35069,AA 6615978,AA 6615978
5196964268_424672_424673_33498,AZE 51782218,AZE 51782218
5440156582_417750_424699_32283,7U57H48,7U57H48
5440156582_424706_424707_33403,AZE 57269769,AZE 57269769
5440156582_424745_424746_33642,AZE 25753817,AZE 25753817
5440156582_424775_424776_35081,AA 9515493,AA 9515493
5440156582_424820_424821_33934,AZE 47949129,AZE 47949129
5440156582_424852_424853_34599,AA 4143518,AA 4143518
5440156582_424864_424865_33837,AZE 76977299,AZE 76977299
5440156582_424904_424905_33505,AZE 46928315,AZE 46928315
5440156582_424922_424923_33138,A1SZKYV,A1SZKYV
5440156582_424928_424929_34075,AZE 33553657,AZE 33553657
5440156582_424956_424957_34917,AA 9119941,AA 9119941
5440156582_424970_424971_33354,AZE 54729554,AZE 54729554
5440156582_424982_424983_33234,AZE 37117356,AZE 37117356
5440156582_424988_424989_34993,AA 6312435,AA 6312435
5440156582_425028_425029_35131,AA 6386956,AA 6386956
2016758610_425066_425067_34520,AA 5918181,AA 5918181
1268975918_425130_425131_34559,AA 3427934,AA 3427934
1268975918_425132_425133_34239,AA 8818451,AA 8818451
1268975918_425138_425139_33667,AZE 59847925,AZE 59847925
1268975918_425156_425157_35076,AA 3156629,AA 3156629
1268975918_425168_425169_32189,503978B,503978B
1268975918_425184_425185_35144,AA 5684312,AA 5684312
1268975918_425190_425191_32387,4Y0J8FK,4EUJ8FK
1268975918_425248_425249_32459,Z7C3J1H,Z7C3J1H
1268975918_425274_425275_33261,AZE 33278579,AZE 33278579
1268975918_425322_425323_34860,AA 7692574,AA 7692574
1268975918_425330_425331_32741,1PY7N7T,1PY7N7T
1268975918_425350_425351_33902,AZE 82122638,AZE 82122638
1268975918_425388_425389_33167,AZE 16649381,AZE 16649381
1268975918_425408_425409_32595,1Q5K0M9,1Q5K0M9
1268975918_425436_425437_33929,AZE 94453559,AZE 94453559
1268975918_425456_425457_32894,55VPPY2,55VPPY2
1268975918_425534_425535_33517,AZE 74576266,AZE 74576266
1268975918_425568_425569_34540,AA 3219698,AA 3219698
1268975918_425580_425581_32677,DGZ0WTG,DGZOWTG
1268975918_425620_425621_33400,AZE 83344393,AZE 83344393
1268975918_425628_425629_33317,AZE 67749858,AZE 67749858
1268975918_425911_425912_32856,3D796JO,3D796JO
1268975918_425939_425940_34397,AA 5712497,AA 5712497
1268975918_425985_425986_32536,2IHBOD2,2IHBOD2
1268975918_426017_426018_32332,4CLOEQ1,4CLOEQ1
1268975918_426031_426032_34984,AA 3481757,AA 3481757
1268975918_426039_426040_34700,AA 2935421,AA 2935421
1268975918_426057_426058_34792,AA 5684488,AA 5684488
954206432_426095_426096_32610,H3NEUT7,H3NEUT7
954206432_426099_426100_34222,AA 9556673,AA 9556673
954206432_426133_426134_32896,6TGJ30E,6TGJE
1268975918_426258_426259_34725,AA 2153163,AA 2153163
1268975918_426372_426373_34685,AA 2156834,AA 2156834
1268975918_426378_426379_33597,AZE 46112453,AZE 46112453
1268975918_426414_426415_33107,W3DYW81,W3DYW81
1268975918_426416_426417_32870,0J05Y59,OJO5Y59
1268975918_426446_426447_33756,AZE 21167135,AZE 21167135
1268975918_426448_426449_33399,AZE 54689362,AZE 54689362
1268975918_426468_426469_32172,N98BOR1,N98BOR1
1268975918_426548_426549_32873,67GCL04,67GCL04
1268975918_426679_426680_34396,AA 3651174,AA 3651174
1268975918_426767_426768_35064,AA 8697747,AA 8697747
1268975918_426773_426774_32809,3UZC526,3UZC526
1268975918_426791_426792_33815,AZE 78781891,AZE 78781891
1268975918_426801_426802_32191,PMED118,VMED118
1268975918_426805_426806_33844,AZE 66334878,AZE 66334878
1268975918_426809_426810_32182,022985K,022 985K
1268975918_426811_426812_32936,66ST8M1,66ST8M1
910545275_426827_426828_35032,AA 3386694,AA 3386694
1878274529_426899_426900_33154,81IA420,81-IA-420
1878274529_426947_426948_34689,AA 5233524,AA 5233524
1878274529_426949_426950_33104,ED4V7YQ,ED4V7YQ
1878274529_426951_426952_34642,AA 6693738,AA 6693738
1878274529_426965_426966_33273,AZE 91889336,AZE 91889336
919361428_427071_427072_34803,AA 5169455,AA 5169455
919361428_427123_427124_32461,COKJ24T,COKJ24T
919361428_427129_427130_34243,AA 1445948,AA 1445948
919361428_427155_427156_33522,AZE 27147999,AZE 27147999
919361428_427267_427268_35130,AA 4412854,AA 4412854
919361428_427291_427292_34986,AA 4628147,AA 4628147
919361428_427327_427328_32254,88K924K,88K924K
919361428_427339_427340_33722,AZE 25711983,AZE 25711983
919361428_427373_427374_32713,YQR2RIK,YQR2RIK
919361428_427419_427420_33963,AZE 18212579,AZE 18212579
919361428_427463_427464_34944,AA 2868775,AA 2868775
919361428_427481_427482_33694,AZE 14346381,AZE 14346381
919361428_427485_427486_34201,AA 6645318,AA 6645318
919361428_427549_427550_33706,AZE 39445199,AZE 39445199
919361428_427565_427566_33523,AZE 82434728,AZE 82434728
919361428_427593_427594_33231,AZE 45318773,AZE 45318773
919361428_427633_427634_33340,AZE 49286118,AZE 49286118
919361428_427665_427666_34232,AA 3477815,AA 3477815
919361428_427667_427668_34250,AA 7831413,AA 7831413
919361428_427693_427694_33033,J7NTH0L,J7NTH0L
919361428_427709_427710_33556,AZE 74573666,AZE 74573666
919361428_427713_427714_34596,AA 5411946,AA 5411946
919361428_427725_427726_34335,AA 4635377,AA 4635377
919361428_427763_427764_32645,3ROH9FP,3ROH9FP
919361428_427787_427788_33127,PQMD9M6,PQMD9M6
919361428_427803_427804_35083,AA 7158112,AA 7158112
919361428_427835_427836_33561,AZE 42459371,AZE 42459371
919361428_427883_427884_35012,AA 3596588,AA 3596588
1878274529_427961_427962_32315,AIR4R4V,AIR4R4V
1878274529_427997_427998_34304,AA 7247854,AA 7247584
1878274529_428021_428022_33214,AZE 42699152,AZE 42699152
954206432_428072_428073_34157,AZE 31489527,AZE 31489527
671891258_428139_428140_35023,AA 9825797,AA 9825797
671891258_428153_428154_34735,AA 3251367,AA 3251367
671891258_428155_428156_33565,AZE 72553652,AZE 72553652
860296669_428191_428192_33762,AZE 16719123,AZE 16719123
860296669_428193_428194_33982,AZE 17136159,AZE 17136159
860296669_428205_428206_33623,AZE 42176756,AZE 42176756
860296669_428223_428224_34443,AA 6264575,AA 6264575
1009209372_428379_428380_34049,AZE 86457677,AZE 86457677
1043664892_428569_428570_33089,23W1Z9P,23W1Z9P
1043664892_428571_428572_32228,08D39SU,08D39SU
1043664892_428579_428580_32831,AU02CY6,AO02CY6
1043664892_428593_428594_33634,AZE 62196139,AZE 62196139
1043664892_428605_428606_32264,67ULN1V,67ULN1V
1043664892_428721_428722_34334,AA 2851748,AA 2851748
1043664892_428747_428748_34292,AA 8729917,AA 8729917
1043664892_428797_428798_34404,AA 7839462,AA 7839462
1043664892_428881_428882_33060,I3AKQSX,I3AKQSX
1043664892_428889_428890_34174,AA 2719778,AA 27199778
1043664892_428895_428896_34231,AA 9257444,AA 9257444
1043664892_428909_428910_33207,AZE 97517246,AZE 97517246
1043664892_428961_428962_32747,294GCVH,294GCVH
1043664892_428973_428974_32521,05RL1IH,05RL1IH
1043664892_429013_429014_34427,AA 8932352,AA 8932352
1043664892_429015_429016_33798,AZE 97917547,AZE 97917547
1043664892_429041_429042_34567,AA 9611311,AA 9611311
1043664892_429061_429062_34868,AA 9342544,AA 9342544
1043664892_429063_429064_33768,AZE 74487656,AZE 74487656
1043664892_429065_429066_34904,AA 5439881,AA 5439881
1043664892_429101_429102_33049,LSSOF78,LSSOF78
1043664892_429107_429108_35105,AA 3361169,AA 3361169
1043664892_429109_429110_34800,AA 4441219,AA 4441219
1043664892_429147_429148_34240,AA 2644617,AA 2644617
1043664892_429181_429182_34705,AA 5384316,AA 5384316
1043664892_429187_429188_32408,Y3X44VT,Y3X44VT
919361428_429276_429280_32903,6XEE1R9,6XEE1R9
1043664892_429279_429282_34920,AA 7221642,AA 7221642
919361428_429311_429312_34645,AA 4272363,AA 4272363
919361428_429378_429379_32377,1ZT2GR4,1ZT2GR4
1043664892_429392_429394_33909,AZE 63156247,AZE 63156247
1043664892_429418_429419_33924,AZE 83693214,AZE 83693214
919361428_429406_429426_33216,AZE 43922687,AZE 43922687
919361428_429476_429481_33822,AZE 11173333,AZE 11173333
1043664892_429554_429555_34684,AA 7194243,AA 7194243
1043664892_429556_429559_34719,AA 2231647,AA 2231647
919361428_429592_429597_33043,8JZ6X92,8JZ6X92
919361428_429653_429657_34913,AA 7618757,AA 7618757
1043664892_429664_429667_33099,FI4IMU2,FI4IMU2
919361428_429734_429737_34156,AZE 71217214,AZE 71217214
919361428_429802_429803_33419,AZE 19941578,AZE 19941578
919361428_429804_429807_33711,AZE 84246358,AZE 84246358
1043664892_429818_429821_33720,AZE 39571487,AZE 39571487
1043664892_429896_429899_34504,AA 1658799,AA 1658799
1043664892_429944_429946_35033,AA 2842476,AA 2842476
919361428_430010_430013_32651,ROBQ0Z8,ROBQ0Z8
1043664892_430012_430016_33998,AZE 35919799,AZE 35919799
1043664892_430022_430025_33426,AZE 91357492,AZE 91357492
1043664892_430026_430029_33025,9T2Y557,9T2Y557
1043664892_430050_430051_32178,S78Y47W,S78E47W
1043664892_430064_430067_34612,AA 1939227,AA 1939227
1043664892_430094_430097_32802,OCTK6DF,OCTK6DF
919361428_430182_430185_34605,AA 5975121,AA 5975121
919361428_430230_430231_34016,AZE 88927233,AZE 88927233
1043664892_430250_430251_34963,AA 5365443,AA 5365443
1043664892_430268_430269_35113,AA 9535696,AA 9535696
1043664892_430288_430289_35109,AA 3255426,AA 3255426
1043664892_430312_430313_35082,AA 8426665,AA 842665
1043664892_430330_430331_33767,AZE 65845193,AZE 65845193
1043664892_430375_430378_34070,AZE 47983815,AZE 47983815
1043664892_430381_430382_33150,Z1CYBP5,ZBCYBP5
