audio,audio_filepath,data_type,transcription
671891258_422361_422362_30271,/train/date/voices/671891258_422361_422362_30271.ogg,dat,Dörd sentjabur minn dokgu sæsænus.
619589413_440544_440552_27875,/train/date/voices/619589413_440544_440552_27875.ogg,dat,1927-ci илін иулын оналтысы
1128232293_466759_466769_30469,/train/date/voices/1128232293_466759_466769_30469.ogg,dat,25 sentyabr 1925
5196964268_467765_467768_30197,/train/date/voices/5196964268_467765_467768_30197.ogg,dat,3 may 1997
619589413_437722_437727_32125,/train/date/voices/619589413_437722_437727_32125.ogg,dat,2001-in yanbar ayı
828296631_471115_471119_30284,/train/date/voices/828296631_471115_471119_30284.ogg,dat,14 iyun 1934
1347919237_480619_480631_32108,/train/date/voices/1347919237_480619_480631_32108.ogg,dat,Doxsan üçünün dekabr ayı
892642911_471719_471731_29336,/train/date/voices/892642911_471719_471731_29336.ogg,dat,әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі әрі ә
568204248_439804_439807_29575,/train/date/voices/568204248_439804_439807_29575.ogg,dat,нол алты нол бір миндокүзсетміш докүз
1009209372_485644_485645_29820,/train/date/voices/1009209372_485644_485645_29820.ogg,dat,abone ol bu ilmeği de sıfırda çeşitim bir
1013880018_442805_442812_31946,/train/date/voices/1013880018_442805_442812_31946.ogg,dat,Seysen í þú íll aðja.
1878274529_451955_451961_27880,/train/date/voices/1878274529_451955_451961_27880.ogg,dat,1934 yıl Oktyabrı 19.
1051072005_444027_444028_29631,/train/date/voices/1051072005_444027_444028_29631.ogg,dat,1601-2003
1347919237_482848_482861_29991,/train/date/voices/1347919237_482848_482861_29991.ogg,dat,сұпырдөрд он мин доқүз yüz доқсан бір
815993798_462649_462656_31426,/train/date/voices/815993798_462649_462656_31426.ogg,dat,Doxsan birin fəvrəl ayı
314849420_478513_478521_31951,/train/date/voices/314849420_478513_478521_31951.ogg,dat,етміс шеттінің январ айы
705098248_421178_421179_29146,/train/date/voices/705098248_421178_421179_29146.ogg,dat,Oktyabrın 14.00-14.
1268975918_426041_426042_29727,/train/date/voices/1268975918_426041_426042_29727.ogg,dat,27 05 1912
640339050_481558_481572_29968,/train/date/voices/640339050_481558_481572_29968.ogg,dat,Onsekkiz sıfır dörd ondoxquz onaltı
1150481435_414234_414239_27337,/train/date/voices/1150481435_414234_414239_27337.ogg,dat,1938-ci ilin mayın 24-dü
828296631_457076_457091_27176,/train/date/voices/828296631_457076_457091_27176.ogg,dat,1991-ci ilin mayın 18-ci.
1128232293_458290_458299_30568,/train/date/voices/1128232293_458290_458299_30568.ogg,dat,24 oktiabr 1908
5591209497_451327_451333_31673,/train/date/voices/5591209497_451327_451333_31673.ogg,dat,ивни-бирин апрель айы
919361428_427307_427308_30851,/train/date/voices/919361428_427307_427308_30851.ogg,dat,12 Dekabr 2009
568204248_436588_436593_29114,/train/date/voices/568204248_436588_436593_29114.ogg,dat,Səntəbrin ilmi səkkü-ci 19105-ci il
5028632961_419647_419648_31620,/train/date/voices/5028632961_419647_419648_31620.ogg,dat,Elli-dokkúsun dekabru aðeim.
1150481435_416288_416289_30003,/train/date/voices/1150481435_416288_416289_30003.ogg,dat,05 nöqtə 10 nöqtə 1940
1051072005_434683_434684_31279,/train/date/voices/1051072005_434683_434684_31279.ogg,dat,92-нің феврал айы.
619589413_437185_437195_28544,/train/date/voices/619589413_437185_437195_28544.ogg,dat,сәбірін 21-1906-ын үйл
1297961140_472233_472245_28848,/train/date/voices/1297961140_472233_472245_28848.ogg,dat,Әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздері әріптіңіздер
1013880018_449161_449173_27575,/train/date/voices/1013880018_449161_449173_27575.ogg,dat,1938-ci ilin oktyabrın on üçü
713611046_483668_483686_28245,/train/date/voices/713611046_483668_483686_28245.ogg,dat,Февралын 26-ы 1994-й.
568204248_438194_438195_30929,/train/date/voices/568204248_438194_438195_30929.ogg,dat,Өн өздер қабылымен доқұзүз отыздады.
1297961140_461397_461400_27577,/train/date/voices/1297961140_461397_461400_27577.ogg,dat,1934. ilin avgustun ikisi
568204248_440382_440391_27160,/train/date/voices/568204248_440382_440391_27160.ogg,dat,миндоксизон сәкінші ілін сентябрін үші
5196964268_424534_424535_27590,/train/date/voices/5196964268_424534_424535_27590.ogg,dat,міндікүз күртөрдіңзі ілін апрельин ерін беші
954206432_417567_417568_28295,/train/date/voices/954206432_417567_417568_28295.ogg,dat,Нөйәбірін 1-1934-үй.
5028632961_420593_420596_31133,/train/date/voices/5028632961_420593_420596_31133.ogg,dat,ирми-этті апрель иқимин онбир
860296669_464516_464544_27677,/train/date/voices/860296669_464516_464544_27677.ogg,dat,1933-cü илін апрелин 24-ді.
828296631_472484_472499_28155,/train/date/voices/828296631_472484_472499_28155.ogg,dat,миндокүзьетміш бөшінді ілінің үйліңын еттісі
575298922_423903_423904_30975,/train/date/voices/575298922_423903_423904_30975.ogg,dat,Отуз январ миндокүзюз ирми етті
1051072005_432869_432872_27685,/train/date/voices/1051072005_432869_432872_27685.ogg,dat,1971-ci ilin mayın 21-і.
1043664892_446693_446696_31851,/train/date/voices/1043664892_446693_446696_31851.ogg,dat,ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁག ཁ�
919361428_427811_427812_27663,/train/date/voices/919361428_427811_427812_27663.ogg,dat,1966 zilin fevralın 4-dü
426881765_421731_421734_31773,/train/date/voices/426881765_421731_421734_31773.ogg,dat,он еттінің сентябр айы
763941567_431625_431648_27674,/train/date/voices/763941567_431625_431648_27674.ogg,dat,1926. ilin mayen ikisi.
1229817727_455125_455139_30944,/train/date/voices/1229817727_455125_455139_30944.ogg,dat,"On dörd may, üçün min bir."
1128232293_464923_464932_29664,/train/date/voices/1128232293_464923_464932_29664.ogg,dat,сфір сәтке сфірке мен дақ көз үзгір қалты
575298922_416948_416949_27531,/train/date/voices/575298922_416948_416949_27531.ogg,dat,миндокүзүз доқсан шенінші илин октябрын он дөрді
314849420_476316_476333_29142,/train/date/voices/314849420_476316_476333_29142.ogg,dat,августын ермь бірі миндокүз отырсүт үшінчі ел
1229817727_468522_468531_27158,/train/date/voices/1229817727_468522_468531_27158.ogg,dat,1911. ilin oktyabrın 13.
763941567_451481_451487_29226,/train/date/voices/763941567_451481_451487_29226.ogg,dat,Құн сәкес 0 31900 құрғалты
568204248_438303_438306_28334,/train/date/voices/568204248_438303_438306_28334.ogg,dat,үнен үй мүй кісі қи мін илмі üçüncü үй
1043664892_430473_430474_31600,/train/date/voices/1043664892_430473_430474_31600.ogg,dat,2004-ün iyyul ayı
5591209497_450828_450840_29002,/train/date/voices/5591209497_450828_450840_29002.ogg,dat,"Oktyabrın otuz biri, 1938-ci il."
892642911_424005_424006_28566,/train/date/voices/892642911_424005_424006_28566.ogg,dat,Yanvarın 30'u 1915. il
763941567_456617_456621_31097,/train/date/voices/763941567_456617_456621_31097.ogg,dat,"On yetti, məhvd, mən dək uzon yetti."
763941567_460619_460625_28659,/train/date/voices/763941567_460619_460625_28659.ogg,dat,Fevran 22'si 1961.
1150481435_416346_416347_29266,/train/date/voices/1150481435_416346_416347_29266.ogg,dat,"Otuz bir, nöqtə, früt, nöqtə minn dokkurhuz altmış üç."
426881765_422543_422544_29833,/train/date/voices/426881765_422543_422544_29833.ogg,dat,ермі алты сфір етті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті-ті
828296631_468146_468162_28832,/train/date/voices/828296631_468146_468162_28832.ogg,dat,нөйәбірін ұн üçün миндокүз әлі алтынды ил
5440156582_424878_424879_27857,/train/date/voices/5440156582_424878_424879_27857.ogg,dat,1905. yılın Avgust'un 7'si
5591209497_449179_449185_31939,/train/date/voices/5591209497_449179_449185_31939.ogg,dat,og njøte en februale eier.
713611046_477940_477967_27961,/train/date/voices/713611046_477940_477967_27961.ogg,dat,1959-cu ilin iyilin 18-ci
619589413_437390_437393_27175,/train/date/voices/619589413_437390_437393_27175.ogg,dat,әштаб бірін-ци ілін сентябрын беші
815993798_467743_467751_28872,/train/date/voices/815993798_467743_467751_28872.ogg,dat,"Noyabrın 15-i, 1938-də id."
619589413_435857_435863_30637,/train/date/voices/619589413_435857_435863_30637.ogg,dat,30 yanvar 1938
1051072005_444346_444347_27630,/train/date/voices/1051072005_444346_444347_27630.ogg,dat,1937-ci ilin mayın 16-sı
568204248_438846_438852_30125,/train/date/voices/568204248_438846_438852_30125.ogg,dat,нол бер нол доккоз мен доккүз етміш
5591209497_448708_448717_32028,/train/date/voices/5591209497_448708_448717_32028.ogg,dat,үкімін берін октябр айы
1150481435_413932_413933_31906,/train/date/voices/1150481435_413932_413933_31906.ogg,dat,94 noqtaya burayı
954206432_420384_420386_27326,/train/date/voices/954206432_420384_420386_27326.ogg,dat,1917-й үлін майын 6-сы
1082554792_428435_428436_29011,/train/date/voices/1082554792_428435_428436_29011.ogg,dat,ноябрын ондық құзы мендік құзы елемден дейіл
1268975918_426352_426353_29035,/train/date/voices/1268975918_426352_426353_29035.ogg,dat,октябрын 11-и 1914-н іл
575298922_445870_445905_31102,/train/date/voices/575298922_445870_445905_31102.ogg,dat,26 aprel 1987
2016758610_443746_443747_31776,/train/date/voices/2016758610_443746_443747_31776.ogg,dat,81-i noyabr ayı
1043664892_429864_429867_29116,/train/date/voices/1043664892_429864_429867_29116.ogg,dat,Mağen 24.002. yıl
1150481435_415992_415993_31263,/train/date/voices/1150481435_415992_415993_31263.ogg,dat,31-in avqust ayı
2016758610_443782_443783_28777,/train/date/voices/2016758610_443782_443783_28777.ogg,dat,Mayın 8-ci 2003-cü il
619589413_440994_440995_30443,/train/date/voices/619589413_440994_440995_30443.ogg,dat,bir noyabr min doxcud səştət səkiz
671891258_469772_469781_30802,/train/date/voices/671891258_469772_469781_30802.ogg,dat,19 yıl 2023
5028632961_419605_419606_30323,/train/date/voices/5028632961_419605_419606_30323.ogg,dat,бәш үйон миндокүз етміші етті
892642911_418116_418117_31890,/train/date/voices/892642911_418116_418117_31890.ogg,dat,ғырғыншының үйл айы
954206432_420900_420903_31822,/train/date/voices/954206432_420900_420903_31822.ogg,dat,Ұтүз бірін марта айы
1269496718_433441_433447_29507,/train/date/voices/1269496718_433441_433447_29507.ogg,dat,09.06.1997
1297961140_463515_463521_27909,/train/date/voices/1297961140_463515_463521_27909.ogg,dat,2011 noyabr 2020
1009209372_484600_484601_27600,/train/date/voices/1009209372_484600_484601_27600.ogg,dat,"1979'un sene, Oktyabr 24'ü."
1082554792_465283_465292_31989,/train/date/voices/1082554792_465283_465292_31989.ogg,dat,On bir marðhæð.
1347919237_480063_480070_31220,/train/date/voices/1347919237_480063_480070_31220.ogg,dat,71-ін fevrál әйі
912272968_434983_434986_31357,/train/date/voices/912272968_434983_434986_31357.ogg,dat,2001-in mart ayı.
5440156582_424824_424825_31086,/train/date/voices/5440156582_424824_424825_31086.ogg,dat,24 ноябрь 1997-де
1150481435_416116_416117_27931,/train/date/voices/1150481435_416116_416117_27931.ogg,dat,1989-cu ilin sentyabrın 26-sı
815993798_468416_468428_28079,/train/date/voices/815993798_468416_468428_28079.ogg,dat,1957-ci ilin aprilin 19-cu
1043664892_430136_430137_27629,/train/date/voices/1043664892_430136_430137_27629.ogg,dat,мен доккүз он бигінде елен октабрының доккүзі
910545275_414159_414161_27396,/train/date/voices/910545275_414159_414161_27396.ogg,dat,1977-ci ilin иуның 27-тесі
809763511_482746_482755_31059,/train/date/voices/809763511_482746_482755_31059.ogg,dat,11 avqust 1986
575298922_417238_417239_30632,/train/date/voices/575298922_417238_417239_30632.ogg,dat,17 fevral 2023
619589413_438788_438791_27481,/train/date/voices/619589413_438788_438791_27481.ogg,dat,құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің құлтқүзіңдің қ
763941567_455447_455452_28986,/train/date/voices/763941567_455447_455452_28986.ogg,dat,мартын алтысы икімін онпешінде ил
575298922_443250_443253_29407,/train/date/voices/575298922_443250_443253_29407.ogg,dat,ƏZİLƏNƏ
815993798_455630_455637_31266,/train/date/voices/815993798_455630_455637_31266.ogg,dat,doxsan altının noyabr ayı
568204248_437856_437861_27535,/train/date/voices/568204248_437856_437861_27535.ogg,dat,Өйткүз әсін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өзін өз
809763511_483598_483603_30405,/train/date/voices/809763511_483598_483603_30405.ogg,dat,отыз бір сентябір 1935
619589413_435937_435944_31663,/train/date/voices/619589413_435937_435944_31663.ogg,dat,42-нің октябры айы
575298922_446289_446294_30678,/train/date/voices/575298922_446289_446294_30678.ogg,dat,Yrmi-altı fevral 1956
763941567_455712_455717_30788,/train/date/voices/763941567_455712_455717_30788.ogg,dat,5 ijun min dokuzju sejsan jette.
1082554792_485730_485738_30660,/train/date/voices/1082554792_485730_485738_30660.ogg,dat,Hun gikk i februar 2019.
539261624_459024_459031_32011,/train/date/voices/539261624_459024_459031_32011.ogg,dat,22-nin fevral ayı
5591209497_456808_456826_28012,/train/date/voices/5591209497_456808_456826_28012.ogg,dat,әріңіз құрық сәйтінші үйлін апрельин 21-і
2016758610_479532_479544_28292,/train/date/voices/2016758610_479532_479544_28292.ogg,dat,мартын дұқкүзі 1990 кенізді ил
671891258_476166_476176_30526,/train/date/voices/671891258_476166_476176_30526.ogg,dat,18 dekabr 1923
2016758610_472778_472790_28266,/train/date/voices/2016758610_472778_472790_28266.ogg,dat,декабрын оны 1137 ын
527731854_456183_456190_31712,/train/date/voices/527731854_456183_456190_31712.ogg,dat,86'nın yanvarayı
575298922_418501_418502_30702,/train/date/voices/575298922_418501_418502_30702.ogg,dat,İki eyul iki min səkiz
1297961140_462140_462146_31751,/train/date/voices/1297961140_462140_462146_31751.ogg,dat,93-yün əprəl aəv
2016758610_444009_444946_27926,/train/date/voices/2016758610_444009_444946_27926.ogg,dat,1937. yılın Dekabr'ın 1'i
539261624_444654_444657_30374,/train/date/voices/539261624_444654_444657_30374.ogg,dat,8 may 1914
1229817727_468336_468356_27900,/train/date/voices/1229817727_468336_468356_27900.ogg,dat,1906-cı ilin aprelin 18-ci.
763941567_455337_455340_30314,/train/date/voices/763941567_455337_455340_30314.ogg,dat,On doqquz aprel iki mil yirmi
1128232293_445482_445489_27534,/train/date/voices/1128232293_445482_445489_27534.ogg,dat,міндікүз үз доқсан бірінді ілін үйлін ұны
329749591_487320_487321_28498,/train/date/voices/329749591_487320_487321_28498.ogg,dat,майын 11-і 1939-cü елі
619589413_438820_438821_31145,/train/date/voices/619589413_438820_438821_31145.ogg,dat,7 январ 1962
860296669_457497_457607_32022,/train/date/voices/860296669_457497_457607_32022.ogg,dat,74-dün yanvar ayı
815993798_456052_456062_31081,/train/date/voices/815993798_456052_456062_31081.ogg,dat,11 dekabr 1984
5591209497_457803_457813_31225,/train/date/voices/5591209497_457803_457813_31225.ogg,dat,71-й ноябр айы
1201653758_443010_443011_28380,/train/date/voices/1201653758_443010_443011_28380.ogg,dat,İyulun 21-i 1987-ci il.
5028632961_419265_419266_28072,/train/date/voices/5028632961_419265_419266_28072.ogg,dat,1911-ci ilin noyabrın səkçizi
1201653758_473444_473467_28303,/train/date/voices/1201653758_473444_473467_28303.ogg,dat,апрель-in 24-dі 2015-ci il
954206432_432769_432772_28132,/train/date/voices/954206432_432769_432772_28132.ogg,dat,2003 yılın dekabrın 15'i
640339050_467641_467651_32081,/train/date/voices/640339050_467641_467651_32081.ogg,dat,Í 24. ágústagi.
5196964268_423504_423505_31005,/train/date/voices/5196964268_423504_423505_31005.ogg,dat,8 avqust 1939
539261624_461237_461242_31151,/train/date/voices/539261624_461237_461242_31151.ogg,dat,17 yanvar 1911
575298922_417362_417363_28743,/train/date/voices/575298922_417362_417363_28743.ogg,dat,иулын отызу миндокүзюз ирми-үшінші ил
1051072005_434693_434694_30486,/train/date/voices/1051072005_434693_434694_30486.ogg,dat,20 mağaz 1998
619589413_441460_441464_30257,/train/date/voices/619589413_441460_441464_30257.ogg,dat,8 yanvar 2000
1201653758_479141_479157_29163,/train/date/voices/1201653758_479141_479157_29163.ogg,dat,20 02 1904
539261624_464024_464029_28569,/train/date/voices/539261624_464024_464029_28569.ogg,dat,İyunun doqquzu 1988-ci il
575298922_418380_418381_31056,/train/date/voices/575298922_418380_418381_31056.ogg,dat,ирми май миндоккүй жүзгірк етті
919361428_426989_426990_29863,/train/date/voices/919361428_426989_426990_29863.ogg,dat,0503.921
329749591_486938_486939_29481,/train/date/voices/329749591_486938_486939_29481.ogg,dat,21 yanvar 1932
809763511_481861_481872_28843,/train/date/voices/809763511_481861_481872_28843.ogg,dat,апрельн 30-ы 1967-тен зил
5591209497_451738_451745_30309,/train/date/voices/5591209497_451738_451745_30309.ogg,dat,7 июль 2019
1009209372_484428_484429_29376,/train/date/voices/1009209372_484428_484429_29376.ogg,dat,"On m'a dit, je suis flusquée, je suis m'a dit."
575298922_445984_445992_29257,/train/date/voices/575298922_445984_445992_29257.ogg,dat,Сыфыр бір оңбір миндокүйүз әлі докүс.
5196964268_424570_424571_31899,/train/date/voices/5196964268_424570_424571_31899.ogg,dat,54-dün mart ayı
1043664892_428649_428650_28105,/train/date/voices/1043664892_428649_428650_28105.ogg,dat,үкімендөрдің ілін оқтаврын онкісі
828296631_472027_472037_31609,/train/date/voices/828296631_472027_472037_31609.ogg,dat,2007-nin aprel ayı.
1268975918_426516_426517_31534,/train/date/voices/1268975918_426516_426517_31534.ogg,dat,26-ның феврал айы.
341881303_440107_440113_31553,/train/date/voices/341881303_440107_440113_31553.ogg,dat,2007'nin mayayı.
1268975918_426202_426203_29484,/train/date/voices/1268975918_426202_426203_29484.ogg,dat,"28,01,1948"
619589413_436459_436469_28097,/train/date/voices/619589413_436459_436469_28097.ogg,dat,Min dokkuyuz altıncı yılın yirmi üçü.
1150481435_416416_416417_29837,/train/date/voices/1150481435_416416_416417_29837.ogg,dat,22.08.1983
314849420_476419_476429_29847,/train/date/voices/314849420_476419_476429_29847.ogg,dat,5 yanvar 2024
1150481435_413974_413975_29186,/train/date/voices/1150481435_413974_413975_29186.ogg,dat,Өйтәрі әйтәрі әйтәрі әйтәрі әйтәрі әйтәрі
341881303_438844_438849_30799,/train/date/voices/341881303_438844_438849_30799.ogg,dat,24 Feb. 2008
329749591_485688_485695_30657,/train/date/voices/329749591_485688_485695_30657.ogg,dat,ермі декабр міндокүз етміш доққыз
1043664892_429622_429625_30580,/train/date/voices/1043664892_429622_429625_30580.ogg,dat,26 август 1965
5196964268_423045_423046_28657,/train/date/voices/5196964268_423045_423046_28657.ogg,dat,oktyobrın dördü 1928-ci il
1878274529_448798_448813_28483,/train/date/voices/1878274529_448798_448813_28483.ogg,dat,сентябрын дөрді 1992-ci ил
2016758610_479335_479343_27524,/train/date/voices/2016758610_479335_479343_27524.ogg,dat,1978-ci ilin dekabrının 18-ci
954206432_432937_432940_31457,/train/date/voices/954206432_432937_432940_31457.ogg,dat,2008-ci dekabr ayı
1150481435_416430_416431_30061,/train/date/voices/1150481435_416430_416431_30061.ogg,dat,02 02 1934
619589413_447173_447182_31513,/train/date/voices/619589413_447173_447182_31513.ogg,dat,78-i mart ayı
1082554792_448401_448406_28766,/train/date/voices/1082554792_448401_448406_28766.ogg,dat,Январын 5923-де іл.
1269496718_433083_433085_31670,/train/date/voices/1269496718_433083_433085_31670.ogg,dat,22-дин октябры
1150481435_416298_416299_28018,/train/date/voices/1150481435_416298_416299_28018.ogg,dat,миндоккүзүз алтмыш үшін-cü ілін нөйәбірін отыз бірі
619589413_437529_437533_30496,/train/date/voices/619589413_437529_437533_30496.ogg,dat,2 Oktober 1933
5028632961_419317_419318_30981,/train/date/voices/5028632961_419317_419318_30981.ogg,dat,7 апрель 1994
809763511_484323_484325_31638,/train/date/voices/809763511_484323_484325_31638.ogg,dat,үші міндокұзуң иыл айы
1229817727_470584_470596_31166,/train/date/voices/1229817727_470584_470596_31166.ogg,dat,"Umbirin, augustdagi."
1297961140_476337_476358_30587,/train/date/voices/1297961140_476337_476358_30587.ogg,dat,28 dekabr 1967
1878274529_449393_449401_29246,/train/date/voices/1878274529_449393_449401_29246.ogg,dat,31.01.1988
2016758610_468562_468567_27239,/train/date/voices/2016758610_468562_468567_27239.ogg,dat,миндокүз анекен зелин илун он бірі
954206432_420571_420574_29899,/train/date/voices/954206432_420571_420574_29899.ogg,dat,08-04-2009
1043664892_430338_430339_28003,/train/date/voices/1043664892_430338_430339_28003.ogg,dat,үйіндеңіз өткіз өткіз әкізінде үйлінді
1051072005_434419_434422_31304,/train/date/voices/1051072005_434419_434422_31304.ogg,dat,2003 август айы
1150481435_416134_416135_30683,/train/date/voices/1150481435_416134_416135_30683.ogg,dat,30 İyun 1925
1043664892_429948_429949_30154,/train/date/voices/1043664892_429948_429949_30154.ogg,dat,0803962
1150481435_416242_416243_27737,/train/date/voices/1150481435_416242_416243_27737.ogg,dat,үкімен етін-ci ilin сентябрın ikisi
5028632961_419151_419152_31423,/train/date/voices/5028632961_419151_419152_31423.ogg,dat,қирық дөрдін февралайы
809763511_481652_481660_29041,/train/date/voices/809763511_481652_481660_29041.ogg,dat,март үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін үтін
828296631_470838_470847_28473,/train/date/voices/828296631_470838_470847_28473.ogg,dat,Yanvarın biri 1923. il.
892642911_470296_470300_27172,/train/date/voices/892642911_470296_470300_27172.ogg,dat,1909-ын ынын мартын 19-ын
1347919237_442821_442822_30951,/train/date/voices/1347919237_442821_442822_30951.ogg,dat,Unn-döqgüz mart miln-döqgüz altmış beş
1082554792_448163_448175_30098,/train/date/voices/1082554792_448163_448175_30098.ogg,dat,күріпің еті нол беш миндокүс әйсен доккүс
575298922_418334_418335_29945,/train/date/voices/575298922_418334_418335_29945.ogg,dat,10-03-1927
329749591_486893_486894_30368,/train/date/voices/329749591_486893_486894_30368.ogg,dat,6 aprel 2013
1009209372_478409_478421_30901,/train/date/voices/1009209372_478409_478421_30901.ogg,dat,"10,20 dakika, 10 dakika."
640339050_483549_483554_31653,/train/date/voices/640339050_483549_483554_31653.ogg,dat,доқсан бірін июн айы
640339050_474698_474740_31302,/train/date/voices/640339050_474698_474740_31302.ogg,dat,и-22-нің июн айы
2016758610_468570_468572_31442,/train/date/voices/2016758610_468570_468572_31442.ogg,dat,52-nin İlayı
5028632961_419734_419745_29738,/train/date/voices/5028632961_419734_419745_29738.ogg,dat,07.10.1981
1043664892_429744_429746_31224,/train/date/voices/1043664892_429744_429746_31224.ogg,dat,24 februar ayı.
892642911_455184_455199_29591,/train/date/voices/892642911_455184_455199_29591.ogg,dat,сұпыр алты сұпырдокүз миндокүзүсәсәсән етді
954206432_421055_421057_30220,/train/date/voices/954206432_421055_421057_30220.ogg,dat,24 dəkabr 1950
1878274529_458244_458250_27187,/train/date/voices/1878274529_458244_458250_27187.ogg,dat,1998-ci ilin oktabr 18-ci
1229817727_458161_458177_29269,/train/date/voices/1229817727_458161_458177_29269.ogg,dat,Það er fyrirði 1910.
1150481435_414330_414333_31181,/train/date/voices/1150481435_414330_414333_31181.ogg,dat,қырқ сәкізін июля
713611046_479790_479803_31489,/train/date/voices/713611046_479790_479803_31489.ogg,dat,95-in mart ayı
568204248_435157_435161_27929,/train/date/voices/568204248_435157_435161_27929.ogg,dat,2002-ci илін июн 13-і.
919361428_427663_427664_30191,/train/date/voices/919361428_427663_427664_30191.ogg,dat,23 yanvar 1989
5591209497_442597_447350_29475,/train/date/voices/5591209497_442597_447350_29475.ogg,dat,отыз бир сұфыр беш мен дүкүл сәксән
919361428_427269_427270_30732,/train/date/voices/919361428_427269_427270_30732.ogg,dat,30 Avqust 1959
2016758610_476544_476559_29454,/train/date/voices/2016758610_476544_476559_29454.ogg,dat,ермі алты сұфыр докүз миңдокүз ондөрт
575298922_417194_417195_27215,/train/date/voices/575298922_417194_417195_27215.ogg,dat,миндокүзүсәсінеетінші ілін январын ирмитеттісі
815993798_471384_471389_29846,/train/date/voices/815993798_471384_471389_29846.ogg,dat,ермі дәрт сұпыр алты миндокүз доқсан үтсен
5028632961_420778_420780_30831,/train/date/voices/5028632961_420778_420780_30831.ogg,dat,22 iyun 1978
5591209497_447646_447655_28668,/train/date/voices/5591209497_447646_447655_28668.ogg,dat,майын 20-сі 2006-cı ил
1013880018_442751_442752_29113,/train/date/voices/1013880018_442751_442752_29113.ogg,dat,Noyabrún 14-1991-ci ii.
329749591_485866_485867_32048,/train/date/voices/329749591_485866_485867_32048.ogg,dat,onaltının iyun ayı
314849420_422479_422480_27392,/train/date/voices/314849420_422479_422480_27392.ogg,dat,1955-ci ilin yanvarın 12-ü
329749591_486375_486376_29425,/train/date/voices/329749591_486375_486376_29425.ogg,dat,0604-1967
1051072005_433683_433685_32128,/train/date/voices/1051072005_433683_433685_32128.ogg,dat,ғық ікінің май айы
426881765_474190_474237_27562,/train/date/voices/426881765_474190_474237_27562.ogg,dat,миндокүзүз доқсанбешінчі ілін иунің сәккізі
1051072005_433375_433380_28650,/train/date/voices/1051072005_433375_433380_28650.ogg,dat,үйлін онүші міндікүзіз құқбиренжі ил
5196964268_476087_476103_30064,/train/date/voices/5196964268_476087_476103_30064.ogg,dat,17 07 міндокүйіс бір
5440156582_424858_424859_30137,/train/date/voices/5440156582_424858_424859_30137.ogg,dat,28.04.940
954206432_421388_421390_30776,/train/date/voices/954206432_421388_421390_30776.ogg,dat,8 aprel 1957
1150481435_414290_414293_27765,/train/date/voices/1150481435_414290_414293_27765.ogg,dat,iki miyirmi ikinci ilin aprelin yirmi doqquzu
713611046_475178_475193_27442,/train/date/voices/713611046_475178_475193_27442.ogg,dat,Kimin 24. ilin iyunun 5'i?
2016758610_468731_468740_30985,/train/date/voices/2016758610_468731_468740_30985.ogg,dat,9 марта 1964
5028632961_418708_418709_30178,/train/date/voices/5028632961_418708_418709_30178.ogg,dat,8 noyabr 1972-ci il
5591209497_457265_457266_30974,/train/date/voices/5591209497_457265_457266_30974.ogg,dat,23 fevral 2018
329749591_486210_486211_28522,/train/date/voices/329749591_486210_486211_28522.ogg,dat,oktabrın yirmi biri 1924 yıl
314849420_475406_475433_28230,/train/date/voices/314849420_475406_475433_28230.ogg,dat,декабрын үші 1994-ті ил
1009209372_484236_484240_29349,/train/date/voices/1009209372_484236_484240_29349.ogg,dat,Қасып есіп сөзәтшінің үнек үзелі алды
